time_sec,time_min,run_id,phase,event_marker,event_zone,scenario_demand,team_state,team_state_label,fist_leader_state,fso_state,jtac_state,foa_state,fom_state,fist_leader_heart_rate,fist_leader_respiration_rate,fist_leader_eeg_alpha_power,fist_leader_gaze_task_focus,fist_leader_communication_activity,fso_heart_rate,fso_respiration_rate,fso_eeg_alpha_power,fso_gaze_task_focus,fso_communication_activity,jtac_heart_rate,jtac_respiration_rate,jtac_eeg_alpha_power,jtac_gaze_task_focus,jtac_communication_activity,foa_heart_rate,foa_respiration_rate,foa_eeg_alpha_power,foa_gaze_task_focus,foa_communication_activity,fom_heart_rate,fom_respiration_rate,fom_eeg_alpha_power,fom_gaze_task_focus,fom_communication_activity
699,11.65,synthetic_run_001,execution,,False,0.7,3,executing,2,1,3,3,3,92.3946,18.3008,0.4466,0.6348,0.2299,87.3793,18.0758,0.4762,0.7597,0.2198,91.3973,19.207,0.3638,0.7888,0.2007,85.0579,15.8988,0.4367,0.6811,0.1146,82.862,16.0183,0.4924,0.6599,0.0923
700,11.6667,synthetic_run_001,execution,,False,0.7,0,monitoring,0,1,3,3,0,89.2728,18.7385,0.4138,0.8108,0.2755,87.4218,17.7681,0.3941,0.6485,0.1854,91.4649,20.563,0.3539,0.7855,0.2225,83.3008,16.9865,0.5254,0.6484,0.1617,83.1867,15.7368,0.4655,0.6433,0.1444
701,11.6833,synthetic_run_001,execution,,False,0.7,3,executing,4,3,3,3,3,89.4602,17.5921,0.3718,0.765,0.2009,83.9113,17.9832,0.4367,0.6674,0.1508,97.6969,19.4087,0.3108,0.8284,0.2181,87.6902,16.1488,0.4785,0.6149,0.2029,83.82,16.3012,0.5896,0.6693,0.1285
702,11.7,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,4,2,4,87.0914,17.7932,0.4654,0.6771,0.3334,82.0853,16.3648,0.4712,0.6603,0.0627,86.3114,18.432,0.3797,0.7461,0.2726,80.175,15.8844,0.4571,0.6548,0.211,78.4959,17.7713,0.4776,0.6544,0.1602
703,11.7167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,0,87.1127,16.1734,0.4046,0.7115,0.2759,85.019,14.7341,0.4296,0.5182,0.2484,89.7597,18.5386,0.3906,0.7826,0.2612,83.7065,14.5205,0.5026,0.6399,0.1604,82.3661,15.5635,0.6253,0.6437,0.1175
704,11.7333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,4,2,1,83.4311,15.5791,0.4476,0.7781,0.2423,78.7432,16.545,0.5211,0.6783,0.1225,93.9505,16.155,0.3926,0.7021,0.2734,81.3896,16.732,0.4992,0.5478,0.2293,80.2404,15.0673,0.567,0.7345,0.1259
705,11.75,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,2,83.636,17.1247,0.4231,0.7504,0.1834,82.4128,15.0142,0.4878,0.6553,0.181,89.3429,17.8937,0.3295,0.6834,0.2285,80.2858,15.0806,0.4663,0.6446,0.193,77.4987,15.7635,0.4657,0.6207,0.2215
706,11.7667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,84.4827,17.3936,0.4903,0.7418,0.2673,83.3138,16.7338,0.4286,0.6101,0.2182,90.6837,17.7652,0.389,0.7756,0.2881,82.7269,16.3462,0.5185,0.6335,0.183,82.6085,15.796,0.5279,0.5722,0.1726
707,11.7833,synthetic_run_001,assessment,,False,0.4,2,coordinating,1,2,2,2,2,85.005,16.5393,0.5067,0.7206,0.1846,83.1614,16.7391,0.4522,0.6323,0.281,93.4305,19.1372,0.4725,0.7399,0.2041,77.7372,15.0155,0.5004,0.5089,0.0863,81.3374,15.6253,0.5452,0.6361,0.1377
708,11.8,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,4,2,0,82.2955,17.4366,0.3909,0.7508,0.2319,82.421,16.476,0.4801,0.6289,0.2176,87.636,18.2597,0.4128,0.7944,0.2376,75.6989,16.2889,0.5789,0.637,0.1726,84.1714,14.9455,0.5061,0.5924,0.219
709,11.8167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,0,2,87.7138,17.8345,0.4846,0.7465,0.2051,87.5475,15.8939,0.4919,0.5779,0.1946,91.7839,18.9496,0.4343,0.758,0.1848,80.3472,16.0264,0.5013,0.7182,0.0684,78.5403,16.6173,0.5149,0.6141,0.1812
710,11.8333,synthetic_run_001,assessment,,False,0.4,2,coordinating,4,3,2,2,0,86.5517,16.1154,0.4037,0.7493,0.2921,83.3081,16.0854,0.4653,0.6652,0.1516,87.4178,18.5906,0.3307,0.7447,0.3055,84.3315,15.468,0.4349,0.6552,0.0691,77.9862,16.0845,0.4995,0.6635,0.0475
711,11.85,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,4,2,0,1,84.1509,18.5598,0.4015,0.6204,0.2302,83.7398,17.2504,0.4884,0.6188,0.2263,90.3946,17.675,0.4446,0.7271,0.2199,78.5861,16.8575,0.4839,0.6624,0.1551,81.3945,15.6855,0.5137,0.7095,0.1002
712,11.8667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,87.3106,18.7916,0.3636,0.681,0.2325,83.2998,16.1199,0.5663,0.6767,0.2058,92.0898,16.7928,0.3249,0.749,0.2888,77.3145,16.6702,0.5278,0.6292,0.1664,78.7317,16.031,0.5448,0.5862,0.1853
713,11.8833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,0,2,1,85.5428,16.919,0.4409,0.8302,0.2738,80.0241,16.6316,0.5185,0.7714,0.0654,91.9997,16.3281,0.4017,0.8114,0.1733,79.8905,16.9731,0.4994,0.6228,0.1929,77.4408,16.3756,0.5142,0.613,0.1655
714,11.9,synthetic_run_001,assessment,,False,0.4,2,coordinating,4,2,2,3,0,81.8855,16.8697,0.454,0.755,0.2401,82.6801,15.5247,0.5023,0.7188,0.1702,90.3962,17.6135,0.4391,0.7461,0.2914,79.7439,16.0734,0.5028,0.642,0.1167,76.5221,14.0227,0.5363,0.5673,0.186
715,11.9167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,1,2,2,85.5978,17.0178,0.4499,0.7583,0.2076,77.8023,16.9858,0.4613,0.6682,0.1617,89.2922,17.4401,0.3973,0.9058,0.1661,83.3876,16.3233,0.5051,0.6892,0.1695,82.1421,15.694,0.5101,0.5694,0.1705
716,11.9333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,0,2,87.1184,16.4183,0.39,0.6614,0.1994,81.6445,16.6163,0.4908,0.7124,0.0926,90.7051,18.5976,0.3335,0.7335,0.2172,81.032,15.7283,0.568,0.7335,0.0861,80.2878,15.2937,0.5339,0.513,0.147
717,11.95,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,3,2,0,3,86.3587,17.2754,0.4377,0.6901,0.2175,81.3059,16.4332,0.448,0.7332,0.1759,89.4698,18.8341,0.3934,0.675,0.2729,77.5736,15.605,0.5189,0.6309,0.161,77.2257,16.4775,0.4782,0.5639,0.0755
718,11.9667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,0,84.2726,16.0176,0.4195,0.7171,0.2385,80.0327,15.8021,0.5161,0.537,0.2041,89.0166,18.6968,0.4637,0.8219,0.3423,79.8843,16.4639,0.4401,0.5724,0.1172,77.2947,15.7639,0.4999,0.5864,0.0688
719,11.9833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,85.9424,16.8386,0.4969,0.751,0.2096,81.8551,16.5661,0.408,0.5862,0.1622,90.4008,17.6222,0.4143,0.7229,0.2457,80.167,14.8612,0.4996,0.6257,0.1721,80.68,16.0385,0.4996,0.5394,0.1156
720,12.0,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,89.1274,16.1485,0.4625,0.7331,0.1082,84.6638,15.6232,0.4947,0.6616,0.1157,89.6186,18.4447,0.4248,0.7311,0.1838,80.3338,14.433,0.5342,0.5208,0.1167,80.7952,15.2341,0.526,0.6632,0.2191
721,12.0167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,4,84.1739,17.5521,0.4709,0.6117,0.2082,79.2765,15.2639,0.5143,0.6581,0.185,89.0791,17.403,0.3813,0.8229,0.2446,84.0288,15.8794,0.4956,0.7446,0.2245,77.8985,15.1401,0.4458,0.6659,0.1519
722,12.0333,synthetic_run_001,assessment,,False,0.4,0,monitoring,0,0,2,4,2,84.6834,16.7501,0.4425,0.6412,0.2366,81.8944,15.9854,0.5819,0.5998,0.1359,87.606,18.6252,0.4162,0.787,0.2571,79.8261,16.497,0.5049,0.5723,0.1975,76.4875,14.9343,0.5924,0.5198,0.107
723,12.05,synthetic_run_001,assessment,,False,0.4,0,monitoring,2,2,2,2,2,89.145,17.5437,0.4186,0.72,0.2545,82.0457,16.6085,0.4877,0.6625,0.1577,85.4219,17.0593,0.3782,0.7459,0.3082,87.0451,13.853,0.5157,0.6322,0.149,78.2049,15.6434,0.5445,0.6357,0.1574
724,12.0667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,1,2,2,87.6774,16.6138,0.4416,0.7389,0.1324,80.679,15.4641,0.4765,0.7518,0.1945,87.732,17.4184,0.353,0.7803,0.2997,79.0563,15.3163,0.5116,0.5882,0.1176,81.3474,16.1859,0.5772,0.5675,0.1905
725,12.0833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,0,87.0965,18.3495,0.414,0.7199,0.1822,82.0573,15.9407,0.4653,0.6927,0.164,88.6899,16.6142,0.3658,0.7326,0.2407,77.2256,16.7874,0.4993,0.5885,0.1874,82.9376,13.8644,0.5314,0.6234,0.2024
726,12.1,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,2,2,80.792,15.8571,0.4433,0.6594,0.2554,79.8779,17.0015,0.4042,0.7307,0.2417,91.4629,17.4269,0.3345,0.8765,0.1878,79.8508,17.009,0.4917,0.6058,0.1748,79.5983,15.7517,0.5104,0.658,0.13
727,12.1167,synthetic_run_001,assessment,,False,0.4,2,coordinating,4,2,2,2,2,89.0531,16.478,0.5042,0.6852,0.1927,82.158,16.9746,0.4838,0.7919,0.1853,91.0369,18.1088,0.4022,0.707,0.3034,83.9833,16.513,0.5827,0.6564,0.1648,79.8957,16.6846,0.5537,0.6061,0.158
728,12.1333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,1,2,86.7468,16.3604,0.4117,0.7557,0.2696,81.6674,15.3806,0.4263,0.6729,0.2559,94.4379,17.6847,0.3886,0.7025,0.2146,77.4196,15.8882,0.4867,0.602,0.1625,80.8658,16.3677,0.5431,0.6049,0.1168
729,12.15,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,2,85.7649,17.471,0.4367,0.7415,0.2157,77.7092,16.7029,0.4658,0.5577,0.1233,91.628,18.3664,0.3409,0.7807,0.2844,75.7485,15.0278,0.5528,0.6112,0.2692,77.6565,16.31,0.5147,0.6149,0.1778
730,12.1667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,2,0,86.3917,14.9039,0.4232,0.8038,0.2627,85.6878,16.5508,0.4519,0.7193,0.2341,90.8592,18.9307,0.4042,0.6733,0.2006,78.3405,14.131,0.5712,0.5754,0.1178,78.8001,15.3393,0.5296,0.6473,0.108
731,12.1833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,86.6057,17.764,0.4863,0.6299,0.259,85.0438,17.6815,0.5031,0.6909,0.1679,91.3587,18.9683,0.3825,0.7147,0.1738,82.8145,16.9228,0.5195,0.6334,0.2221,82.7639,14.7603,0.5238,0.6459,0.1521
732,12.2,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,4,89.0581,16.2771,0.4295,0.8723,0.3251,82.2994,16.6532,0.5196,0.7783,0.1899,89.9535,16.3615,0.4306,0.7943,0.2675,80.3354,14.9069,0.4594,0.6686,0.1934,80.0178,16.1541,0.5149,0.5659,0.1961
733,12.2167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,3,2,0,83.0717,17.0812,0.4675,0.7904,0.2572,81.9629,16.3141,0.5213,0.6432,0.1522,88.2979,18.991,0.3482,0.736,0.216,80.2342,16.3118,0.4909,0.6505,0.1619,79.2113,15.0489,0.5251,0.588,0.1198
734,12.2333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,0,2,2,87.074,17.784,0.4274,0.7837,0.3107,86.3049,15.3298,0.471,0.6411,0.2406,90.3571,17.7458,0.3498,0.8474,0.2143,80.4347,16.6231,0.5261,0.6402,0.1735,81.3849,14.9011,0.5,0.5552,0.1557
735,12.25,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,4,2,3,4,87.427,16.6663,0.4528,0.719,0.185,82.677,15.6112,0.4206,0.7119,0.2434,88.3719,17.174,0.4262,0.7085,0.2922,82.963,16.7665,0.5165,0.5439,0.1725,81.9969,15.4989,0.4915,0.6754,0.1277
736,12.2667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,84.3843,17.5168,0.3993,0.6165,0.2432,84.8213,16.3772,0.5278,0.6639,0.2383,87.9475,17.0686,0.3871,0.6783,0.256,77.111,16.3814,0.5644,0.7172,0.2532,80.0727,15.4294,0.4641,0.6572,0.1363
737,12.2833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,1,86.026,17.0391,0.4829,0.6507,0.2204,80.7648,16.0449,0.5117,0.7475,0.2616,91.0624,17.9361,0.3932,0.762,0.3123,80.4552,17.6365,0.491,0.531,0.1447,77.8759,16.013,0.4808,0.6769,0.1354
738,12.3,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,3,0,2,2,83.7124,16.9325,0.5308,0.8467,0.2741,85.1707,15.9079,0.5138,0.6286,0.1964,91.3688,16.6649,0.493,0.7004,0.1778,79.2879,14.9628,0.4727,0.5662,0.1734,79.8027,16.2795,0.5107,0.5637,0.1558
739,12.3167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,3,2,2,2,87.4129,16.0773,0.4196,0.7957,0.1714,79.14,15.1478,0.4152,0.679,0.2085,91.8979,17.0546,0.3656,0.8053,0.3191,75.7753,16.1319,0.5014,0.6157,0.1596,79.1335,16.3683,0.5807,0.6156,0.1071
740,12.3333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,87.779,17.7299,0.4371,0.7769,0.2932,79.5663,16.2168,0.529,0.7327,0.1948,90.2253,17.5473,0.3961,0.7726,0.2213,78.453,17.2971,0.4883,0.4927,0.2472,77.5021,16.0754,0.5233,0.668,0.1373
741,12.35,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,0,2,2,1,81.7558,16.5388,0.5354,0.6187,0.2401,79.5557,16.401,0.514,0.6612,0.1336,89.3129,18.4646,0.4091,0.7911,0.2645,82.8694,15.5906,0.5337,0.5502,0.0453,79.5554,14.6398,0.488,0.5692,0.1641
742,12.3667,synthetic_run_001,assessment,,False,0.4,2,coordinating,4,2,2,2,2,84.3621,17.9526,0.4504,0.699,0.2622,81.8906,16.8346,0.4438,0.6981,0.3129,89.8148,18.1026,0.3386,0.8601,0.2971,78.7738,16.0594,0.5071,0.6417,0.1066,77.8257,13.5052,0.5197,0.7527,0.1904
743,12.3833,synthetic_run_001,assessment,,False,0.4,0,monitoring,3,2,0,2,0,82.3762,16.4312,0.4414,0.8277,0.19,74.5519,16.915,0.4939,0.7122,0.2229,89.4306,17.5435,0.3939,0.738,0.1414,75.0701,14.2137,0.4933,0.6203,0.1423,75.8403,14.9655,0.4958,0.6899,0.1531
744,12.4,synthetic_run_001,assessment,,False,0.4,2,coordinating,1,2,2,2,2,83.2576,17.3246,0.4233,0.7632,0.2363,81.457,15.1604,0.4778,0.6526,0.1586,89.0019,19.6027,0.3962,0.7791,0.25,82.4293,14.4067,0.5349,0.6578,0.1598,80.9901,15.1852,0.4833,0.6533,0.216
745,12.4167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,0,1,82.0202,17.3955,0.4668,0.7069,0.1751,84.5508,15.1096,0.4896,0.6913,0.2317,91.1457,16.6267,0.3468,0.7233,0.2685,79.2192,16.0644,0.553,0.6779,0.1335,78.7576,15.4533,0.5206,0.6048,0.1117
746,12.4333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,2,3,90.1285,17.3156,0.4204,0.6904,0.2304,78.7654,15.7288,0.4756,0.7124,0.1137,89.2465,17.3465,0.3617,0.7704,0.2883,79.5887,14.0652,0.5088,0.6639,0.2365,76.8463,15.8313,0.4609,0.6223,0.1632
747,12.45,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,1,3,2,89.0259,17.1853,0.4126,0.6537,0.2475,81.0328,15.7183,0.5294,0.5535,0.2523,89.2506,17.9117,0.377,0.8255,0.2869,81.7084,15.6308,0.4993,0.7235,0.1083,78.5731,15.9139,0.5337,0.5385,0.1177
748,12.4667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,0,87.2783,15.8739,0.4254,0.742,0.2652,81.876,16.7752,0.4832,0.6149,0.2757,88.5437,18.6052,0.415,0.7769,0.1904,82.2329,15.8496,0.5024,0.6171,0.2719,78.1788,15.1935,0.5841,0.5306,0.1039
749,12.4833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,0,4,1,2,89.5618,17.2966,0.4279,0.7793,0.1596,82.4632,17.0912,0.4602,0.7491,0.2055,90.4562,17.9975,0.35,0.7349,0.2646,80.6488,16.4888,0.5499,0.6639,0.1829,74.3384,16.5478,0.4937,0.5401,0.0928
750,12.5,synthetic_run_001,assessment,,False,0.4,2,coordinating,1,1,2,2,2,83.7084,16.4733,0.4425,0.7645,0.226,80.6554,17.1575,0.4845,0.6264,0.2064,91.6062,18.2233,0.4371,0.8006,0.2373,80.4106,16.0934,0.5068,0.4473,0.1919,82.7415,15.4178,0.5403,0.61,0.1743
751,12.5167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,3,0,89.499,17.3708,0.4641,0.7519,0.2768,83.1121,17.3541,0.5686,0.6925,0.1549,88.5369,15.4951,0.3639,0.805,0.2358,82.5509,16.3255,0.497,0.4998,0.1175,79.4223,16.1684,0.5454,0.651,0.0898
752,12.5333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,2,87.1417,17.1253,0.4237,0.7407,0.247,79.9742,18.9008,0.4385,0.6951,0.1123,90.0717,18.4985,0.3802,0.635,0.2793,79.0968,16.1453,0.4765,0.6505,0.2174,79.3558,15.8261,0.511,0.5801,0.1916
753,12.55,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,89.0147,16.762,0.4731,0.6858,0.1902,78.5506,15.488,0.505,0.7136,0.1499,92.895,17.665,0.4144,0.8104,0.3557,78.8858,16.482,0.4962,0.6467,0.1641,81.2658,14.8435,0.5198,0.5351,0.1593
754,12.5667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,4,0,2,84.8831,17.0161,0.4195,0.7132,0.3142,82.0792,15.8109,0.4997,0.6686,0.1848,89.7733,16.6873,0.3862,0.6522,0.2144,85.1687,15.4774,0.4897,0.6633,0.2355,78.6909,16.3003,0.5572,0.6435,0.1256
755,12.5833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,3,0,2,88.9265,17.8136,0.409,0.7835,0.2687,81.977,16.5852,0.3826,0.7349,0.239,92.3565,18.631,0.3647,0.8254,0.2552,78.3121,14.4793,0.5328,0.6281,0.2122,80.1194,16.4368,0.494,0.6199,0.141
756,12.6,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,0,4,3,85.2565,18.3388,0.3757,0.7706,0.2901,84.0647,16.6273,0.4587,0.6922,0.2221,88.3658,16.7566,0.4165,0.6732,0.2084,82.5389,15.8832,0.5541,0.7088,0.182,78.4713,16.166,0.5126,0.6449,0.1631
757,12.6167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,86.0469,16.238,0.4255,0.8575,0.183,77.1294,16.7672,0.4555,0.6871,0.2375,88.0905,18.2855,0.3884,0.6381,0.2894,84.7758,16.4388,0.523,0.6935,0.1137,81.8099,15.0911,0.5413,0.6424,0.1602
758,12.6333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,4,2,0,89.7463,17.9295,0.4215,0.8339,0.2452,85.5976,15.6641,0.4726,0.5864,0.1279,88.1647,16.7381,0.3584,0.8623,0.2462,77.5614,15.1548,0.5318,0.5899,0.193,78.2147,15.4614,0.5216,0.5755,0.1074
759,12.65,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,85.9447,17.9145,0.4143,0.6559,0.2128,85.2125,16.5522,0.5014,0.7501,0.149,91.8841,18.1286,0.4263,0.6779,0.2157,79.1883,15.8963,0.4941,0.5304,0.2022,76.106,14.9162,0.5321,0.6821,0.07
760,12.6667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,3,86.1582,17.6337,0.3609,0.761,0.1794,83.3797,16.2396,0.4442,0.6659,0.1357,92.2252,17.7042,0.4343,0.6967,0.3371,83.004,15.2519,0.5091,0.5662,0.2762,82.6424,15.7867,0.5518,0.6088,0.1881
761,12.6833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,0,2,85.236,16.6468,0.4417,0.7047,0.2524,85.3404,16.382,0.5526,0.7357,0.2949,88.4465,17.2367,0.3616,0.6262,0.2992,84.8082,15.1973,0.5336,0.6081,0.1834,81.4666,15.5809,0.468,0.6825,0.0832
762,12.7,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,0,2,3,2,91.5824,17.6071,0.4279,0.7642,0.2385,82.5363,15.9727,0.4975,0.6417,0.0772,90.3111,17.1117,0.3694,0.6957,0.2954,79.0594,14.5615,0.5253,0.5914,0.0861,75.6603,14.5154,0.5368,0.5687,0.1735
763,12.7167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,1,2,86.512,17.5306,0.4131,0.7956,0.1447,80.3811,16.1963,0.5041,0.6587,0.1582,90.6825,18.4252,0.3803,0.8307,0.2005,77.3537,15.5751,0.566,0.64,0.0521,78.4506,14.9023,0.5552,0.7259,0.1904
764,12.7333,synthetic_run_001,assessment,,False,0.4,2,coordinating,3,2,2,2,1,84.1398,18.1471,0.4428,0.8109,0.1589,82.5449,17.5018,0.4251,0.5859,0.2358,88.224,17.761,0.4191,0.7706,0.1586,77.0511,16.0714,0.52,0.6876,0.2044,75.2114,15.9891,0.475,0.6849,0.0954
765,12.75,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,0,2,0,84.2379,17.5929,0.4133,0.7741,0.1982,82.3384,15.5806,0.4996,0.6517,0.2152,89.095,17.0883,0.4249,0.7324,0.3049,78.712,15.0206,0.5426,0.6744,0.1549,80.8929,16.0359,0.5645,0.6005,0.1004
766,12.7667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,89.4796,17.1496,0.4011,0.6751,0.297,80.2672,17.8587,0.4725,0.7114,0.3073,88.4714,16.9186,0.3835,0.7247,0.1855,78.029,15.69,0.5542,0.5428,0.2546,81.8142,16.8875,0.5414,0.5663,0.1089
767,12.7833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,2,86.712,16.185,0.3945,0.7296,0.2118,81.8383,17.5594,0.4526,0.7258,0.0,92.7196,18.423,0.3588,0.7754,0.3081,75.1405,15.1012,0.5318,0.7539,0.1553,79.8926,14.6378,0.5208,0.668,0.1445
768,12.8,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,2,2,84.3833,16.7942,0.4467,0.7662,0.3513,80.4366,17.1835,0.5222,0.6451,0.2753,92.2658,18.8836,0.3473,0.7927,0.1117,81.2484,16.424,0.5442,0.6814,0.1608,76.5448,15.4506,0.5148,0.5607,0.0609
769,12.8167,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,1,4,2,85.3227,17.3084,0.3411,0.7422,0.2219,84.3118,15.5406,0.4778,0.6888,0.1469,90.8885,17.5185,0.4852,0.8228,0.1477,77.8392,15.8731,0.5331,0.6671,0.1978,77.2569,15.9678,0.5109,0.5791,0.2221
770,12.8333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,4,0,2,85.6499,15.566,0.5092,0.7276,0.1145,79.9511,17.0649,0.3858,0.6252,0.173,94.9286,17.5242,0.3961,0.9229,0.2482,84.3102,15.2496,0.5294,0.6464,0.1463,82.8662,17.4447,0.5189,0.581,0.1076
771,12.85,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,2,0,0,87.5327,18.7867,0.4263,0.6616,0.321,85.3774,16.7307,0.5374,0.6868,0.2171,89.5481,17.4057,0.4043,0.7307,0.2698,80.4895,15.3671,0.5101,0.5318,0.136,77.4281,13.9795,0.6188,0.5981,0.2044
772,12.8667,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,0,3,3,2,86.3873,16.1462,0.526,0.713,0.2694,83.139,17.4073,0.5134,0.6817,0.198,86.1614,16.9388,0.3517,0.7091,0.1897,80.7843,16.1053,0.4719,0.6916,0.1687,78.231,16.6644,0.5346,0.6559,0.184
773,12.8833,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,2,2,2,2,84.1235,15.3042,0.4107,0.7399,0.2823,80.5036,16.1761,0.4409,0.5411,0.1107,91.6587,17.6735,0.3462,0.7483,0.2786,82.661,17.3744,0.4908,0.7963,0.057,80.2079,15.4747,0.5076,0.7402,0.1208
774,12.9,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,1,4,2,2,88.4084,17.1767,0.3868,0.7331,0.1523,83.4375,17.1803,0.4793,0.7169,0.1268,88.2394,18.1443,0.4181,0.7627,0.2069,78.174,15.0139,0.5233,0.6774,0.2655,83.4875,16.464,0.4548,0.5462,0.1234
775,12.9167,synthetic_run_001,assessment,,False,0.4,2,coordinating,3,2,2,2,2,85.978,17.7408,0.3283,0.7768,0.2553,80.103,14.1823,0.4636,0.6812,0.127,90.572,17.3984,0.421,0.8354,0.2276,80.9193,17.1616,0.4796,0.6027,0.1192,77.4694,16.9505,0.5883,0.5883,0.0796
776,12.9333,synthetic_run_001,assessment,,False,0.4,2,coordinating,2,4,2,2,2,86.231,16.3797,0.4205,0.7687,0.2056,82.0294,15.4745,0.5167,0.7036,0.2045,88.915,16.4982,0.3994,0.7776,0.2551,78.2416,16.1515,0.5142,0.5491,0.2178,75.68,15.7478,0.5369,0.5917,0.2154
777,12.95,synthetic_run_001,assessment,,False,0.4,0,monitoring,0,2,4,0,2,86.6074,17.7563,0.5036,0.7859,0.2082,76.6304,16.4594,0.4614,0.648,0.2394,94.1692,17.2615,0.346,0.6825,0.2841,77.6592,17.0442,0.4692,0.6926,0.1135,80.0478,15.3838,0.5739,0.6253,0.3321
778,12.9667,synthetic_run_001,assessment,,False,0.4,0,monitoring,2,1,3,0,0,85.9301,17.6541,0.3966,0.7312,0.2509,79.0046,16.6359,0.5331,0.5977,0.1071,92.0893,17.8603,0.3729,0.85,0.2784,75.2641,16.3898,0.4825,0.6187,0.1424,75.8699,16.7957,0.5654,0.6578,0.2064
779,12.9833,synthetic_run_001,assessment,,False,0.4,0,monitoring,0,0,2,3,2,82.9398,17.694,0.4408,0.7217,0.1559,81.6579,15.2093,0.5323,0.6873,0.2279,90.125,17.1465,0.3963,0.8146,0.2665,76.8085,15.1907,0.5367,0.6017,0.199,79.7324,15.2712,0.5197,0.6464,0.0417
780,13.0,synthetic_run_001,assessment,,False,0.4,2,coordinating,3,2,0,4,2,86.0502,17.0539,0.4261,0.6532,0.2196,79.1383,17.0367,0.4998,0.6859,0.1539,89.6979,16.6748,0.4043,0.7002,0.2698,78.7447,16.6922,0.4565,0.6259,0.1273,81.8643,15.6864,0.4214,0.5821,0.2263
